__ 30 17 02 __ 25 13 32 
__ 01 10 11 28 20 07 __ 
__ 16 00 04 19 33 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 03 
__ 32 13 14 35 12 18 09 

__ 01 10 11 28 20 07 __ 
__ 16 13 04 19 33 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 03 
__ 32 00 17 14 12 18 09 

__ 01 10 11 28 20 07 __ 
__ 16 13 04 19 33 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 18 
__ 32 00 17 14 12 03 09 

__ 10 01 11 28 20 07 __ 
__ 16 13 33 19 04 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 18 
__ 32 00 14 17 12 09 03 

__ 01 10 11 28 20 07 __ 
__ 16 13 33 19 04 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 09 
__ 32 00 14 17 12 18 03 

__ 01 10 11 28 20 07 __ 
__ 05 13 33 19 04 29 08 
16 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 09 
__ 32 00 17 35 18 12 03 

__ 01 10 11 28 20 07 __ 
__ 05 13 04 19 33 29 08 
16 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 09 
__ 32 00 17 35 18 12 03 

__ 01 10 11 28 20 08 __ 
__ 16 00 04 19 33 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 09 
__ 32 13 17 35 18 12 03 

__ 01 10 20 28 11 07 __ 
__ 16 00 33 19 04 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 12 
__ 32 13 17 35 18 09 03 

__ 01 10 11 28 20 08 __ 
__ 16 00 04 19 33 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 09 
__ 32 13 14 35 12 18 03 

__ 01 10 11 28 20 08 __ 
__ 16 00 04 19 33 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 09 
__ 23 13 14 35 12 03 18 

__ 01 10 11 28 20 08 __ 
__ 16 00 04 19 33 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 09 
__ 23 13 14 35 12 18 03 

__ 01 10 20 28 11 08 __ 
__ 05 00 04 19 33 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 09 
__ 32 13 17 35 18 03 12 

__ 01 10 20 28 11 08 __ 
__ 05 13 04 19 33 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 03 
__ 32 00 17 14 12 09 18 

__ 01 10 11 28 20 08 __ 
__ 05 00 04 19 33 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 03 
__ 32 13 14 35 18 09 12 

__ 01 10 20 28 11 08 __ 
__ 16 00 04 19 33 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 09 
__ 32 13 17 14 12 03 18 

__ 01 10 20 28 11 07 __ 
__ 16 00 04 19 33 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 09 
__ 32 13 17 35 12 03 18 

__ 01 10 20 28 11 08 __ 
__ 05 13 04 19 33 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 14 02 15 09 
__ 23 00 17 35 18 12 03 

__ 10 01 20 28 11 08 __ 
__ 05 00 33 19 04 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 09 
__ 23 13 14 35 12 18 03 

__ 10 01 11 28 20 08 __ 
__ 05 00 33 19 04 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 03 
__ 23 13 14 35 12 09 18 

__ 10 01 20 28 11 08 __ 
__ 05 13 33 19 04 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 03 
__ 23 00 14 35 18 09 12 

__ 10 01 11 28 20 08 __ 
__ 05 13 04 19 33 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 03 
__ 23 00 17 14 12 18 09 

__ 10 01 20 28 11 07 __ 
__ 16 13 33 19 04 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 18 
__ 32 00 17 35 12 03 09 

__ 01 10 20 28 11 07 __ 
__ 16 00 33 19 04 29 08 
05 27 22 24 21 34 25 06 
32 30 26 31 14 02 15 18 
__ 23 13 17 35 12 09 03 

__ 10 01 20 28 11 08 __ 
__ 05 00 33 19 04 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 18 
__ 32 13 17 14 12 03 09 

__ 01 10 11 28 20 08 __ 
__ 16 00 33 19 04 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 12 
__ 32 13 17 35 18 09 03 

__ 01 10 20 28 11 08 __ 
__ 16 00 33 19 04 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 09 
__ 32 13 17 35 12 03 18 

__ 01 10 20 28 11 08 __ 
__ 05 13 04 19 33 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 03 
__ 32 00 17 35 12 18 09 

__ 01 10 11 28 20 08 __ 
__ 05 13 33 19 04 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 03 
__ 32 00 17 35 12 09 18 

__ 01 10 11 28 20 07 __ 
__ 05 00 04 19 33 29 08 
16 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 03 
__ 32 13 17 14 12 09 18 

__ 01 10 20 28 11 07 __ 
__ 05 00 04 19 33 29 08 
16 27 22 24 21 34 25 06 
32 30 26 31 14 02 15 18 
__ 23 13 17 35 12 03 09 

__ 01 10 11 28 20 07 __ 
__ 05 00 33 19 04 29 08 
16 27 22 24 21 34 25 06 
32 30 26 31 14 02 15 03 
__ 23 13 17 35 12 09 18 

__ 10 01 11 28 20 08 __ 
__ 05 00 33 19 04 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 14 02 15 03 
__ 23 13 17 35 12 09 18 

__ 10 01 20 28 11 08 __ 
__ 05 00 33 19 04 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 18 
__ 23 13 17 14 12 09 03 

__ 10 01 20 28 11 07 __ 
__ 05 00 33 19 04 29 08 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 09 
__ 23 13 14 17 12 18 03 

__ 10 01 11 28 20 08 __ 
__ 05 00 04 19 33 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 03 
__ 32 13 14 35 18 12 09 

__ 10 01 11 28 20 07 __ 
__ 05 00 33 19 04 29 08 
16 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 03 
__ 32 13 14 35 18 12 09 

__ 01 10 11 28 20 07 __ 
__ 05 00 04 19 33 29 08 
16 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 03 
__ 32 13 14 17 18 09 12 

__ 10 01 11 28 20 07 __ 
__ 05 13 04 19 33 29 08 
16 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 03 
__ 32 00 14 17 18 09 12 

__ 10 01 11 28 20 07 __ 
__ 05 00 04 19 33 29 08 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 09 
__ 23 13 14 17 18 03 12 

__ 10 01 11 28 20 07 __ 
__ 16 13 04 19 33 29 08 
05 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 09 
__ 23 00 14 17 18 03 12 

__ 01 10 11 28 20 07 __ 
__ 16 13 04 19 33 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 03 
__ 32 00 14 17 18 09 12 

__ 01 10 11 28 20 08 __ 
__ 05 00 33 19 04 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 18 
__ 32 13 14 17 12 09 03 

__ 01 10 11 28 20 08 __ 
__ 05 00 33 19 04 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 18 
__ 23 13 14 17 12 09 03 

__ 01 10 11 28 20 08 __ 
__ 05 13 33 19 04 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 03 
__ 23 00 14 35 12 18 09 

__ 01 10 11 28 20 08 __ 
__ 16 00 33 19 04 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 14 02 15 03 
__ 23 13 17 35 18 12 09 

__ 10 01 11 28 20 08 __ 
__ 16 00 33 19 04 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 14 02 15 09 
__ 23 13 17 35 12 03 18 

__ 10 01 20 28 11 08 __ 
__ 16 13 33 19 04 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 14 02 15 03 
__ 23 00 17 35 18 12 09 

__ 10 01 20 28 11 08 __ 
__ 16 13 33 19 04 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 03 
__ 32 00 17 35 18 12 09 

__ 10 01 20 28 11 08 __ 
__ 16 00 33 19 04 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 03 
__ 23 13 14 35 18 09 12 

__ 01 10 11 28 20 08 __ 
__ 16 13 33 19 04 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 03 
__ 23 00 14 35 12 18 09 

__ 10 01 20 28 11 08 __ 
__ 16 13 33 19 04 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 14 02 15 12 
__ 23 00 17 35 18 03 09 

__ 10 01 20 28 11 08 __ 
__ 05 00 04 19 33 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 12 
__ 32 13 14 35 18 09 03 

__ 10 01 20 28 11 07 __ 
__ 16 00 04 19 33 29 08 
05 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 03 
__ 23 13 14 35 18 12 09 

__ 01 10 20 28 11 08 __ 
__ 16 00 04 19 33 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 03 
__ 23 13 14 35 12 18 09 

__ 01 10 20 28 11 08 __ 
__ 16 00 04 19 33 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 18 
__ 23 13 14 17 12 03 09 

__ 01 10 20 28 11 07 __ 
__ 16 00 04 19 33 29 08 
05 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 12 
__ 23 13 14 35 18 09 03 

__ 10 01 20 28 11 08 __ 
__ 16 13 04 19 33 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 12 
__ 23 00 14 17 18 09 03 

__ 10 01 20 28 11 07 __ 
__ 05 00 04 19 33 29 08 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 09 
__ 23 13 17 14 18 12 03 

__ 01 10 20 28 11 08 __ 
__ 05 00 04 19 33 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 12 
__ 32 13 14 35 18 09 03 

__ 01 10 20 28 11 07 __ 
__ 05 13 04 19 33 29 08 
16 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 18 
__ 32 00 14 35 12 09 03 

__ 01 10 20 28 11 07 __ 
__ 16 13 04 19 33 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 09 
__ 32 00 17 35 18 12 03 

__ 10 01 11 28 20 08 __ 
__ 05 00 04 19 33 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 09 
__ 32 13 14 17 18 03 12 

__ 10 01 11 28 20 07 __ 
__ 05 00 33 19 04 29 08 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 03 
__ 23 13 14 17 18 09 12 

__ 01 10 20 28 11 08 __ 
__ 05 00 33 19 04 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 03 
__ 32 13 14 35 12 09 18 

__ 01 10 11 28 20 08 __ 
__ 16 13 33 19 04 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 09 
__ 32 00 14 35 12 18 03 

__ 10 01 11 28 20 08 __ 
__ 16 00 33 19 04 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 09 
__ 32 13 17 14 18 12 03 

__ 10 01 11 28 20 08 __ 
__ 16 00 04 19 33 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 09 
__ 32 13 17 14 18 03 12 

__ 10 01 20 28 11 08 __ 
__ 16 13 04 19 33 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 09 
__ 32 00 17 35 18 12 03 

__ 10 01 11 28 20 08 __ 
__ 16 13 04 19 33 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 09 
__ 32 00 17 35 18 12 03 

__ 01 10 11 28 20 08 __ 
__ 05 00 33 19 04 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 09 
__ 32 13 17 35 18 03 12 

__ 01 10 11 28 20 08 __ 
__ 16 13 04 19 33 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 12 
__ 23 00 17 14 18 03 09 

__ 01 10 11 28 20 08 __ 
__ 16 00 04 19 33 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 12 
__ 32 13 17 35 18 03 09 

__ 10 01 11 28 20 07 __ 
__ 05 00 04 19 33 29 08 
16 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 18 
__ 32 13 14 35 12 03 09 

__ 10 01 20 28 11 08 __ 
__ 05 13 04 19 33 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 09 
__ 32 00 14 35 12 03 18 

__ 10 01 20 28 11 08 __ 
__ 16 13 04 19 33 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 09 
__ 32 00 14 35 18 03 12 

__ 10 01 11 28 20 08 __ 
__ 05 00 33 19 04 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 12 
__ 32 13 14 35 18 03 09 

__ 10 01 11 28 20 08 __ 
__ 16 13 04 19 33 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 03 
__ 32 00 14 35 12 18 09 

__ 01 10 11 28 20 08 __ 
__ 16 13 04 19 33 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 09 
__ 32 00 14 35 12 18 03 

__ 01 10 11 28 20 08 __ 
__ 16 13 04 19 33 29 07 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 09 
__ 32 00 17 35 12 18 03 

__ 01 10 20 28 11 08 __ 
__ 16 13 33 19 04 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 14 02 15 03 
__ 23 00 17 35 18 09 12 

__ 01 10 11 28 20 07 __ 
__ 16 13 33 19 04 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 17 02 15 03 
__ 32 00 14 35 18 09 12 

__ 10 01 11 28 20 07 __ 
__ 05 13 33 19 04 29 08 
16 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 12 
__ 32 00 17 35 18 09 03 

__ 10 01 11 28 20 07 __ 
__ 16 00 33 19 04 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 09 
__ 32 13 17 35 18 12 03 

__ 10 01 11 28 20 07 __ 
__ 16 00 33 19 04 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 09 
__ 32 13 17 14 18 12 03 

__ 10 01 11 28 20 07 __ 
__ 05 00 33 19 04 29 08 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 09 
__ 23 13 17 14 18 03 12 

__ 10 01 11 28 20 07 __ 
__ 05 00 33 19 04 29 08 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 09 
__ 23 13 17 14 18 03 12 

__ 10 01 11 28 20 08 __ 
__ 05 00 33 19 04 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 09 
__ 23 13 17 14 18 03 12 

__ 10 01 20 28 11 08 __ 
__ 05 00 04 19 33 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 03 
__ 23 13 17 14 18 12 09 

__ 10 01 20 28 11 08 __ 
__ 05 00 04 19 33 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 03 
__ 23 13 14 35 18 09 12 

__ 01 10 11 28 20 08 __ 
__ 16 00 04 19 33 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 09 
__ 23 13 17 14 18 03 12 

__ 01 10 11 28 20 08 __ 
__ 05 00 33 19 04 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 03 
__ 32 13 17 35 18 12 09 

__ 01 10 11 28 20 07 __ 
__ 05 13 04 19 33 29 08 
16 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 03 
__ 32 00 17 14 18 12 09 

__ 01 10 11 28 20 07 __ 
__ 05 13 33 19 04 29 08 
16 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 09 
__ 32 00 17 14 18 03 12 

__ 01 10 11 28 20 08 __ 
__ 05 13 33 19 04 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 03 
__ 23 00 14 35 18 09 12 

__ 01 10 20 28 11 07 __ 
__ 05 13 04 19 33 29 08 
16 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 09 
__ 23 00 14 35 18 03 12 

__ 01 10 20 28 11 07 __ 
__ 05 00 04 19 33 29 08 
16 27 22 24 21 34 25 06 
32 30 26 31 14 02 15 09 
__ 23 13 17 35 12 18 03 

__ 10 01 11 28 20 07 __ 
__ 05 13 04 19 33 29 08 
16 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 09 
__ 23 00 14 35 12 03 18 

__ 01 10 20 28 11 08 __ 
__ 16 13 33 19 04 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 09 
__ 23 00 14 35 18 12 03 

__ 10 01 11 28 20 07 __ 
__ 05 13 33 19 04 29 08 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 09 
__ 23 00 14 17 18 12 03 

__ 01 10 11 28 20 07 __ 
__ 05 13 04 19 33 29 08 
16 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 09 
__ 32 00 14 17 18 12 03 

__ 10 01 11 28 20 07 __ 
__ 16 00 04 19 33 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 12 
__ 32 13 17 35 18 03 09 

__ 10 01 20 28 11 07 __ 
__ 16 13 04 19 33 29 08 
05 27 22 24 21 34 25 06 
32 30 26 31 14 02 15 12 
__ 23 00 17 35 18 09 03 

__ 10 01 11 28 20 07 __ 
__ 16 00 04 19 33 29 08 
05 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 12 
__ 23 13 14 35 18 03 09 

__ 01 10 11 28 20 08 __ 
__ 16 00 04 19 33 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 12 
__ 23 13 14 35 18 03 09 

__ 01 10 11 28 20 08 __ 
__ 05 00 04 19 33 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 03 
__ 23 13 17 14 18 09 12 

__ 01 10 11 28 20 08 __ 
__ 05 00 04 19 33 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 18 
__ 32 13 17 14 12 03 09 

__ 01 10 11 28 20 08 __ 
__ 05 13 04 19 33 29 07 
16 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 12 
__ 32 00 17 14 18 09 03 

__ 01 10 11 28 20 07 __ 
__ 16 13 04 19 33 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 03 
__ 32 00 17 14 12 09 18 

__ 01 10 11 28 20 07 __ 
__ 16 13 33 19 04 29 08 
05 27 22 24 21 34 25 06 
23 30 26 31 14 02 15 09 
__ 32 00 17 35 18 12 03 

__ 01 10 11 28 20 08 __ 
__ 05 13 33 19 04 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 17 02 15 09 
__ 23 00 14 35 18 12 03 

__ 10 01 11 28 20 08 __ 
__ 05 13 04 19 33 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 14 02 15 09 
__ 23 00 17 35 18 03 12 

__ 10 01 11 28 20 08 __ 
__ 16 00 04 19 33 29 07 
05 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 12 
__ 23 13 17 14 18 03 09 

__ 10 01 20 28 11 07 __ 
__ 16 13 04 19 33 29 08 
05 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 09 
__ 23 00 17 14 12 18 03 

__ 10 01 20 28 11 08 __ 
__ 05 13 04 19 33 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 09 
__ 23 00 14 17 12 18 03 

__ 10 01 20 28 11 07 __ 
__ 05 13 04 19 33 29 08 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 09 
__ 23 00 14 17 18 12 03 

__ 10 01 20 28 11 07 __ 
__ 05 13 04 19 33 29 08 
16 27 22 24 21 34 25 06 
23 30 26 31 35 02 15 03 
__ 32 00 14 17 12 09 18 

__ 10 01 20 28 11 08 __ 
__ 05 00 04 19 33 29 07 
16 27 22 24 21 34 25 06 
32 30 26 31 35 02 15 09 
__ 23 13 14 17 18 03 12 

